super_opeid,name,type,tier,tier_name,iclevel,region,state,czname,par_q1,par_q2,par_q3,par_q4,par_q5,par_top10pc,par_top5pc,par_top1pc,par_toppt1pc,kq1_cond_parq1,kq2_cond_parq1,kq3_cond_parq1,kq4_cond_parq1,kq5_cond_parq1,kq1_cond_parq2,kq2_cond_parq2,kq3_cond_parq2,kq4_cond_parq2,kq5_cond_parq2,kq1_cond_parq3,kq2_cond_parq3,kq3_cond_parq3,kq4_cond_parq3,kq5_cond_parq3,kq1_cond_parq4,kq2_cond_parq4,kq3_cond_parq4,kq4_cond_parq4,kq5_cond_parq4,kq1_cond_parq5,kq2_cond_parq5,kq3_cond_parq5,kq4_cond_parq5,kq5_cond_parq5,,
2542,Creighton University,2,6,Selective private,1,2,NE,Omaha,0.029984156,0.077279336,0.121200957,0.233852833,0.537682718,0.372802633,0.245349106,0.054313844,0.002308143,0.118801409,0.039457601,0.147024443,0.160277798,0.534438749,0.082791851,0.096422681,0.178871786,0.179427748,0.462485934,0.067746263,0.073278754,0.180995185,0.245937757,0.432042041,0.058032372,0.071957902,0.128838246,0.253319853,0.487851627,0.061200807,0.06549658,0.096933422,0.237900599,0.538468592,,
25964,Crimson Technical College,3,11,Two-year for-profit,2,4,CA,Los Angeles,0.250335539,0.30319719,0.227783583,0.128318455,0.090365233,0.052374519,0.028754923,0.005523531,0.000292909,0.147121799,0.110466736,0.119683551,0.322239686,0.300488227,0.0471643,0.152616578,0.143370478,0.214999394,0.441849249,0.119337569,0.12435564,0.09661043,0.290590295,0.369106066,0.077375524,0.206290582,0.233638324,0.19370132,0.288994251,0.124151311,0.142746108,0.110508764,0.040747368,0.58184645,,
2459,Crowder College,1,9,Two-year (public and private not-for-profit),2,2,MO,Joplin,0.183160335,0.24845793,0.31741718,0.187619066,0.063345489,0.020351765,0.009206832,0.003090169,1.09864E-05,0.177899286,0.270219277,0.274246537,0.195694889,0.081940011,0.162088889,0.280549407,0.267180761,0.20922254,0.080958402,0.124976452,0.233150175,0.303515432,0.224080489,0.114277452,0.140447771,0.19926116,0.303577586,0.222350484,0.134362999,0.129194832,0.176293917,0.286590118,0.264409336,0.143511797,,
2383,Crown College,2,8,Nonselective four-year private not-for-profit,1,2,MN,Minneapolis,0.075402564,0.138575184,0.304971486,0.301461835,0.17958893,0.069444538,0.035415922,0.002871053,9.62638E-05,0.243533498,0.150710037,0.242371704,0.223365074,0.140019687,0.135314074,0.186252436,0.230159207,0.233271648,0.215002635,0.15621056,0.18315687,0.210429449,0.314839129,0.135363992,0.188335373,0.154752481,0.198035684,0.271110586,0.187765875,0.159315441,0.145407627,0.237727933,0.256277587,0.201271412,,
1192,Cuesta College,1,9,Two-year (public and private not-for-profit),2,4,CA,Santa Barbara,0.106361312,0.148646175,0.190166402,0.243827364,0.310998746,0.16202358,0.071290201,0.013468854,0.001379256,0.218603129,0.198998032,0.218720607,0.197021657,0.166656575,0.208514301,0.211927816,0.188527046,0.202373857,0.188656981,0.185606192,0.198012795,0.201724051,0.203541269,0.211115693,0.181567869,0.176329691,0.149030031,0.228040428,0.265031981,0.164753503,0.170917285,0.164614456,0.17103194,0.328682817,,
7304,Culinary Institute Of America,2,8,Nonselective four-year private not-for-profit,1,1,NY,Poughkeepsie,0.051736089,0.087505581,0.173805081,0.250028086,0.436925163,0.256745473,0.130799372,0.020400609,0.002464595,0.083918414,0.154700624,0.17474334,0.294864257,0.291773364,0.085581835,0.164039149,0.255705213,0.259570855,0.235102947,0.09659454,0.139132431,0.149491067,0.285195954,0.329586007,0.092687659,0.145819697,0.188075905,0.295699009,0.277717729,0.117453596,0.104484258,0.162658726,0.278500996,0.336902424,,
2460,Culver-Stockton College,2,6,Selective private,1,2,MO,Quincy,0.074048188,0.140298524,0.232506262,0.348461838,0.204685189,0.083899282,0.037761044,0.004359724,0.000341583,0.189994193,0.070139991,0.264114741,0.264943449,0.210807627,0.078781111,0.09927862,0.335117659,0.339861248,0.146961362,0.042277145,0.114427382,0.260879936,0.397242785,0.185172753,0.064324739,0.143988594,0.193628099,0.3365024,0.261556168,0.058507223,0.106401985,0.203119688,0.329482124,0.30248898,,
2601,Cumberland County College,1,9,Two-year (public and private not-for-profit),2,1,NJ,Philadelphia,0.149820348,0.2308409,0.224803311,0.242942323,0.151593117,0.054051355,0.022207155,0.001432099,5.81515E-05,0.113520668,0.210636413,0.307838251,0.191498071,0.176506597,0.13499392,0.20119489,0.24448945,0.248713819,0.170607922,0.127884243,0.187777905,0.204923049,0.263446887,0.215967916,0.134237739,0.168407116,0.194639134,0.255962109,0.246753901,0.10738187,0.148351866,0.23367264,0.260183576,0.250410049,,
3485,Cumberland University,2,6,Selective private,1,3,TN,Nashville,0.136685566,0.204890411,0.206248931,0.244910842,0.20726425,0.098944083,0.045024742,0.002224877,0.00019306,0.100059995,0.155808904,0.216412434,0.381035465,0.146683202,0.072956262,0.166530115,0.2579729,0.343297827,0.159242896,0.097686301,0.176042017,0.276260137,0.289790053,0.160221492,0.104292574,0.091055894,0.199037166,0.31353656,0.292077806,0.109798456,0.131438357,0.123458447,0.37275913,0.26254561,,
2143,Curry College,2,6,Selective private,1,1,MA,Boston,0.064112385,0.115225026,0.146643656,0.222303728,0.451715205,0.28766292,0.168821438,0.047802915,0.002959048,0.170025982,0.214689683,0.100324949,0.21712169,0.297837697,0.137401746,0.120849631,0.168483659,0.301689239,0.271575726,0.145389128,0.166797841,0.207080043,0.206244953,0.274488035,0.118463739,0.109013214,0.19545273,0.282103495,0.294966821,0.112568688,0.14266153,0.187583381,0.263131498,0.294054903,,
3040,Cuyahoga Community College,1,9,Two-year (public and private not-for-profit),2,2,OH,Cleveland,0.179529549,0.215195557,0.240308226,0.231235934,0.133730735,0.050529655,0.021195363,0.003190435,0.000580658,0.170587043,0.321322892,0.280300762,0.17052533,0.057263973,0.160860712,0.264808758,0.279674644,0.192371066,0.10228482,0.137934734,0.197563519,0.278014295,0.233512367,0.152975085,0.131551798,0.192631037,0.240125005,0.277527109,0.15816505,0.138949602,0.181509509,0.221930817,0.262143363,0.195466708,,
5594,D G Erwin Technical Center,1,9,Two-year (public and private not-for-profit),2,3,FL,Tampa,0.287580808,0.27299612,0.179207451,0.164147804,0.096067817,0.034875308,0.015533963,0.003852579,7.54023E-05,0.18603439,0.20587971,0.31668444,0.19545146,0.09595,0.210115878,0.205534219,0.306797464,0.207534047,0.070018392,0.188261601,0.245758461,0.260162255,0.197003765,0.108813918,0.184194403,0.246596959,0.270282047,0.199964516,0.098962076,0.181852731,0.23380395,0.205769745,0.161530457,0.217043117,,
2712,D'Youville College,2,6,Selective private,1,1,NY,Buffalo,0.141598267,0.154153788,0.197650651,0.282172668,0.224424627,0.072700486,0.027195608,0.003706327,5.01849E-05,0.043471056,0.235179528,0.265878934,0.175359385,0.280111097,0.161339445,0.143761776,0.216483884,0.316202605,0.162212291,0.111035995,0.157052832,0.12396025,0.204118116,0.403832808,0.044624975,0.075955312,0.130175811,0.304527426,0.444716477,0.025106679,0.042344399,0.180929121,0.222324306,0.529295495,,
4996,Dabney S Lancaster Community College,1,9,Two-year (public and private not-for-profit),2,3,VA,Staunton,0.138029412,0.187091782,0.314374549,0.268157448,0.092346809,0.045460781,0.015564152,0.002145486,0.000230989,0.113894512,0.269559764,0.370986885,0.220312863,0.025245976,0.132542734,0.216155956,0.236033033,0.257135344,0.158132933,0.077172466,0.140591939,0.341170555,0.272719507,0.168345533,0.08218994,0.179863326,0.2657452,0.221989863,0.250211672,0.119425911,0.204198451,0.180803899,0.284290136,0.211281603,,
2808,Daemen College,2,6,Selective private,1,1,NY,Buffalo,0.108529735,0.159011928,0.197227564,0.270958922,0.264271851,0.096171204,0.031518962,0.003952889,3.98893E-05,0.120884181,0.19982967,0.262078194,0.274484095,0.14272386,0.092866027,0.111867528,0.210687494,0.365580298,0.218998652,0.105836686,0.169749015,0.214782399,0.287441932,0.222189969,0.098544883,0.106065377,0.185694832,0.336844168,0.27285074,0.04891053,0.102004649,0.146050248,0.317873291,0.385161282,,
2995,Dakota College At Bottineau,1,9,Two-year (public and private not-for-profit),2,2,ND,Minot,0.146276844,0.232964633,0.338699799,0.204597207,0.077461517,0.029688481,0.021358955,0.001661889,0.000369808,0.122010633,0.191619969,0.254712231,0.312730361,0.118926806,0.088538876,0.114594424,0.329312322,0.31647753,0.151076847,0.102023577,0.128443585,0.236255942,0.333667401,0.199609495,0.076925157,0.11829251,0.219404726,0.304130146,0.281247461,0.045706531,0.152213292,0.100848466,0.303332595,0.397899116,,
3560,Dallas Baptist University,2,6,Selective private,1,3,TX,Dallas,0.060558899,0.118177702,0.213976423,0.282948253,0.324338723,0.14252647,0.063525606,0.007131512,0.001169084,0.130951985,0.177598638,0.292974693,0.261258591,0.137216093,0.176250902,0.14280256,0.18889299,0.309770339,0.18228321,0.135546992,0.156405476,0.105558039,0.334130498,0.268358995,0.137411361,0.14180064,0.195255655,0.229834991,0.295697354,0.159190044,0.148105218,0.116318476,0.26567963,0.310706632,,
31,Dallas County Community College District,1,9,Two-year (public and private not-for-profit),2,3,TX,Dallas,0.154452963,0.226264422,0.219243077,0.203917673,0.196121864,0.084145003,0.03547734,0.005563303,0.000891978,0.161809058,0.215786712,0.243748355,0.245225293,0.133430583,0.139719818,0.186832549,0.263290439,0.262607392,0.147549802,0.139198345,0.171016926,0.228467638,0.281051253,0.180265838,0.138945684,0.156521191,0.203984902,0.286175148,0.214373075,0.145323517,0.152661506,0.185909562,0.269428853,0.246676562,,
3956,Dalton State College,1,7,Nonselective four-year public,1,3,GA,Rome,0.118669672,0.201965016,0.29310728,0.258500378,0.127757654,0.046841157,0.022188523,0.006135827,0.000947773,0.159162807,0.226527915,0.252261213,0.255206007,0.106842058,0.148180249,0.200713212,0.281965825,0.251303779,0.117836936,0.123379709,0.182156459,0.258108176,0.289244559,0.147111097,0.132857979,0.163373331,0.31258606,0.268894821,0.122287809,0.109975586,0.142487203,0.257061425,0.305478147,0.184997639,,
4731,Daniel Webster College,3,10,Four-year for-profit,1,1,NH,Manchester,0.041364132,0.120989553,0.16832765,0.282612664,0.386706001,0.191913836,0.086853677,0.014693949,0.002468386,0.050702103,0.209686875,0.269346861,0.312113968,0.158150193,0.057254035,0.138230326,0.133840405,0.242176264,0.42849897,0.080526561,0.063874657,0.117179427,0.256721632,0.481697723,0.107433282,0.075583895,0.108251821,0.277781126,0.430949876,0.064467839,0.065780119,0.149501114,0.220125513,0.500125414,,
1669,Danville Area Community College,1,9,Two-year (public and private not-for-profit),2,2,IL,Lafayette,0.141936081,0.208345366,0.27730511,0.272018736,0.100394707,0.037870597,0.01077643,0.002614918,0.000729301,0.194916909,0.291870314,0.277918014,0.171608556,0.063686207,0.128373922,0.256220903,0.295348243,0.187540315,0.132516618,0.122110606,0.19824401,0.276113449,0.286444094,0.117087841,0.114149839,0.192105122,0.272143687,0.258830546,0.162770806,0.089606325,0.141462202,0.212822898,0.281296796,0.274811779,,
3758,Danville Community College,1,9,Two-year (public and private not-for-profit),2,3,VA,Greensboro,0.16667163,0.216803563,0.249016974,0.264798888,0.102708945,0.028597456,0.015782154,0.003466464,4.41321E-05,0.206197128,0.267921224,0.269949325,0.188276973,0.06765535,0.153430873,0.234390929,0.262100658,0.228628195,0.121449345,0.126404424,0.164060702,0.253647587,0.290284672,0.165602615,0.125988916,0.169052619,0.270247206,0.246033106,0.188678153,0.153274589,0.165196287,0.262012772,0.26126718,0.158249172,,
2573,Dartmouth College,2,1,Ivy Plus,1,1,NH,Claremont,0.027713937,0.05100642,0.081291251,0.129271068,0.710717325,0.587016108,0.456970615,0.177336585,0.025214911,0.100616413,0.097815478,0.118502484,0.186470212,0.496595413,0.090825728,0.100625492,0.072482016,0.188210036,0.547856727,0.0830947,0.090451683,0.067929761,0.165363344,0.593160513,0.079098853,0.0744443,0.10803651,0.181677741,0.556742596,0.072518076,0.07215448,0.072027657,0.120053124,0.663246663,,
1543,Darton State College,1,9,Two-year (public and private not-for-profit),2,3,GA,Albany,0.179827157,0.194292996,0.194983018,0.250704077,0.180192752,0.066113773,0.025045037,0.002654056,1.67833E-05,0.101697558,0.30636961,0.33343207,0.180670734,0.077830027,0.120402875,0.236215108,0.296363137,0.233301085,0.113717794,0.137488999,0.21102032,0.27789865,0.245048829,0.128543202,0.154392176,0.146008724,0.224234329,0.290757291,0.18460748,0.10380449,0.166264356,0.25301589,0.266494978,0.210420286,,
2249,Davenport University,2,6,Selective private,1,2,MI,Grand Rapids,0.204126412,0.198831487,0.250411129,0.220220109,0.126410862,0.048520365,0.019009395,0.002705814,0.000197507,0.18773228,0.361743858,0.266873625,0.122629123,0.061021114,0.166781475,0.265220434,0.319812788,0.189261335,0.058923967,0.172508804,0.236481079,0.293655351,0.191411973,0.105942793,0.125051412,0.196992388,0.262302495,0.259715748,0.155937957,0.126793622,0.178176192,0.21752949,0.252142769,0.225357927,,
2918,Davidson College,2,2,Other elite schools (public and private),1,3,NC,Charlotte,0.013816976,0.035382775,0.069171316,0.10971762,0.771911313,0.629434968,0.493389052,0.175054192,0.020357974,0.147885057,0.14969683,0.212292083,0.193240819,0.296885211,0.14511365,0.003801705,0.10315747,0.183636551,0.564290625,0.081437198,0.085954441,0.13774786,0.146057281,0.54880322,0.034494765,0.106490938,0.143034914,0.192940267,0.523039116,0.096951927,0.088478639,0.093279656,0.184698714,0.536591065,,
2919,Davidson County Community College,1,9,Two-year (public and private not-for-profit),2,3,NC,Greensboro,0.12633781,0.237153967,0.263736649,0.258956928,0.113814646,0.036368912,0.014512622,0.001372432,5.62321E-05,0.186701616,0.286213926,0.319479479,0.148232916,0.059372063,0.167174404,0.294996675,0.255264719,0.214369033,0.06819517,0.144042241,0.250944087,0.308238216,0.196892361,0.099883095,0.161314965,0.190187572,0.291628319,0.245230908,0.111638237,0.110241493,0.217073658,0.223278246,0.292623078,0.156783525,,
3811,Davis & Elkins College,2,6,Selective private,1,3,WV,Elkins,0.109799501,0.182685968,0.233379696,0.231048389,0.243086447,0.109969761,0.053257408,0.016383066,0.00012769,0.251871503,0.150459317,0.271670798,0.27511219,0.050886191,0.199496806,0.144831335,0.342320022,0.223127706,0.09022413,0.132346082,0.140980912,0.211308834,0.281300956,0.234063216,0.100945162,0.227338035,0.144203232,0.257691133,0.269822437,0.091769811,0.170165376,0.272082872,0.231939167,0.234042773,,
21566,Davis Applied Technology College,1,9,Two-year (public and private not-for-profit),2,4,UT,Salt Lake City,0.049927332,0.145328861,0.26386593,0.336606333,0.204271544,0.068386683,0.026125427,0.007730087,8.81961E-05,0.139424329,0.351572545,0.309657078,0.116235887,0.083110161,0.15207771,0.171319777,0.213993523,0.306800141,0.155808849,0.145071665,0.239453435,0.213793131,0.220760015,0.180921754,0.133780867,0.166153331,0.22663724,0.258719097,0.214709466,0.160893016,0.186586629,0.159278123,0.223266128,0.269976104,,
2529,Dawson Community College,1,9,Two-year (public and private not-for-profit),2,4,MT,Glendive,0.166317664,0.218741007,0.297365026,0.268382747,0.049193556,0.018125017,0.012515978,0.001968468,0.000400251,0.227656241,0.271606755,0.23240025,0.211551394,0.05678536,0.183299104,0.213071076,0.261081146,0.110942538,0.231606137,0.116892691,0.210003588,0.279487125,0.239874148,0.153742448,0.093996128,0.142813749,0.207229485,0.253974291,0.301986348,0,0.072685697,0.168681794,0.147158243,0.611474267,,
1475,Daytona State College,1,7,Nonselective four-year public,1,3,FL,Deltona,0.203414269,0.230970012,0.230446366,0.201520873,0.133648479,0.054709293,0.026548352,0.004529007,3.94303E-05,0.189828203,0.299926833,0.247785542,0.183781026,0.078678396,0.172561477,0.255400296,0.272991998,0.193312138,0.105734091,0.156836305,0.222930136,0.264299761,0.243335559,0.11259824,0.170483537,0.19025055,0.217942266,0.251359622,0.169964025,0.179349191,0.203372325,0.217283539,0.233718895,0.16627605,,
1792,DePauw University,2,6,Selective private,1,2,IN,Terre Haute,0.024250987,0.080683001,0.132378832,0.212968742,0.549718438,0.363456976,0.238654473,0.055153769,0.009014248,0.048002943,0.0675525,0.178697201,0.331488007,0.374259349,0.108647061,0.124036637,0.088084937,0.273199779,0.406031586,0.098584932,0.114657699,0.145883663,0.237219031,0.403654675,0.065991753,0.088483277,0.145451493,0.245195759,0.454877718,0.084511826,0.090349053,0.101223725,0.205593434,0.518321962,,
3986,DeSales University,2,6,Selective private,1,1,PA,Allentown,0.035594912,0.087237543,0.156023973,0.30082407,0.420319503,0.199106488,0.09388861,0.008440034,0.001878393,0.066197627,0.227918609,0.150832221,0.362730351,0.192321192,0.103619265,0.106371183,0.189246867,0.271326367,0.329436319,0.062109563,0.125515414,0.140994097,0.296117426,0.375263499,0.048573126,0.108190282,0.18197628,0.270150022,0.391110291,0.043910143,0.096249503,0.147556699,0.24792044,0.464363214,,
2144,Dean College,2,8,Nonselective four-year private not-for-profit,1,1,MA,Boston,0.093972774,0.119083443,0.161248792,0.246841024,0.378853966,0.231422675,0.120571362,0.027641436,0.002239314,0.093720315,0.217374466,0.35260602,0.243662318,0.092636881,0.112298638,0.188770951,0.309642631,0.219067889,0.170219891,0.163501893,0.176021862,0.231864612,0.236736256,0.191875377,0.147950222,0.208032268,0.251868855,0.203883224,0.188265431,0.115507151,0.18357334,0.231796368,0.250846055,0.218277085,,
3041,Defiance College,2,6,Selective private,1,2,OH,Defiance,0.05106371,0.138550365,0.230852537,0.322358357,0.25717503,0.092351553,0.033722884,0.002725299,0.000188242,0.218671857,0.108048973,0.160819975,0.29574106,0.216718134,0.094804288,0.11236563,0.229066515,0.384179505,0.179584062,0.066056381,0.118372349,0.184424784,0.427801409,0.203345077,0.033756718,0.090798643,0.251780298,0.354788244,0.268876098,0.061602781,0.102662288,0.219247164,0.295701334,0.320786433,,
3563,Del Mar College,1,9,Two-year (public and private not-for-profit),2,3,TX,Corpus Christi,0.223804399,0.2223286,0.206192892,0.216003502,0.131670608,0.044212134,0.013875787,0.002461671,6.18813E-05,0.156202053,0.225025579,0.240823648,0.21383982,0.164108899,0.153170937,0.203454913,0.244142615,0.226017985,0.173213551,0.134495372,0.173099896,0.252008698,0.236118104,0.20427793,0.149179909,0.174273935,0.200269527,0.241143246,0.235133383,0.168182628,0.148130123,0.207739437,0.220153964,0.255793849,,
7110,Delaware County Community College,1,9,Two-year (public and private not-for-profit),2,1,PA,Philadelphia,0.087870356,0.150297286,0.207804038,0.277301824,0.276726496,0.1152203,0.045603732,0.006180519,0.000396897,0.181742828,0.222826338,0.225647355,0.223611712,0.146171767,0.178277392,0.221526737,0.215436847,0.213925282,0.170833742,0.132370069,0.179538336,0.212365325,0.278286372,0.197439898,0.127088546,0.179587339,0.214808089,0.273819476,0.20469655,0.146185213,0.168645987,0.1883529,0.242323318,0.254492583,,
7053,Delaware Technical Community College - Owens Campus,1,9,Two-year (public and private not-for-profit),2,3,DE,Dover,0.139901937,0.193095165,0.24598885,0.268079567,0.152934481,0.04874856,0.018739745,0.003467565,4.37258E-05,0.113738808,0.242882329,0.313399825,0.244128922,0.085850116,0.108345292,0.218745343,0.336853554,0.231723884,0.104331927,0.11714296,0.160681221,0.297603469,0.275253165,0.149319185,0.096566157,0.171687851,0.244078009,0.285529931,0.202138052,0.170015664,0.132630806,0.229972238,0.26961253,0.197768762,,
11727,"Delaware Technical Community College of Dover, DE",1,9,Two-year (public and private not-for-profit),2,3,DE,Dover,0.128732404,0.179271028,0.225772485,0.305359237,0.160864847,0.048081188,0.01188123,0.002134011,0.000158559,0.128458697,0.200716418,0.344490166,0.215705947,0.110628772,0.103771049,0.226500695,0.313012444,0.192280494,0.164435318,0.112060329,0.185581117,0.282457994,0.205692608,0.214207952,0.140572663,0.157501438,0.226929183,0.279199117,0.195797598,0.104146474,0.197366455,0.231582553,0.279016917,0.187887601,,
21449,"Delaware Technical Community College of Wilmington, DE",1,9,Two-year (public and private not-for-profit),2,3,DE,Wilmington,0.077616038,0.155465837,0.194838001,0.284799025,0.287281099,0.103011321,0.032422506,0.002879364,4.29599E-05,0.137834432,0.253080715,0.25933557,0.231359681,0.118389601,0.151907935,0.210737451,0.252180753,0.233749883,0.151423977,0.108829658,0.194242193,0.242300625,0.260722352,0.193905171,0.117662722,0.165266129,0.229916339,0.256325756,0.230829055,0.133692471,0.138753643,0.200865042,0.2699563,0.256732545,,
3252,Delaware Valley College Of Science & Agriculture,2,6,Selective private,1,1,PA,Philadelphia,0.062112507,0.115078552,0.193872435,0.28879052,0.340145986,0.169329758,0.066960659,0.012179647,0.001129778,0.077728919,0.199707191,0.15895234,0.301379217,0.262232333,0.130066094,0.096576592,0.105194361,0.326205839,0.341957114,0.077757688,0.146121025,0.208742248,0.272318773,0.295060266,0.062207948,0.115270559,0.187470365,0.297741946,0.337309182,0.0673602,0.090958186,0.140717817,0.313004616,0.387959182,,
4625,Delgado Community College,1,9,Two-year (public and private not-for-profit),2,3,LA,New Orleans,0.287505824,0.227245933,0.18873325,0.18165052,0.114864472,0.03861348,0.015470658,0.00152172,2.99848E-05,0.152295529,0.291250455,0.306202115,0.175575715,0.074676185,0.158832763,0.2373757,0.282116839,0.202866776,0.118807922,0.135947577,0.226620908,0.274097518,0.229167664,0.134166334,0.141578637,0.188978568,0.262862222,0.225094568,0.181486005,0.14487408,0.166968696,0.217006503,0.255187895,0.215962827,,
2251,Delta College,1,9,Two-year (public and private not-for-profit),2,2,MI,Saginaw,0.114796269,0.146061496,0.217706771,0.290584982,0.230850483,0.073764659,0.022378602,0.002970852,3.19089E-05,0.168817857,0.278993083,0.253968124,0.205333098,0.092887838,0.142885569,0.229894714,0.258327236,0.223171919,0.145720562,0.116306398,0.227624394,0.27639024,0.234910508,0.14476846,0.133255094,0.187085682,0.226866309,0.264440619,0.188352296,0.132449712,0.164187702,0.226086535,0.265024147,0.212251905,,
2403,Delta State University,1,5,Selective public,1,3,MS,Greenville,0.162614357,0.177360029,0.174347584,0.271946416,0.213731614,0.081610784,0.030937457,0.001528903,0.000173037,0.080919536,0.14484221,0.276392593,0.359726235,0.138119426,0.092556579,0.128718308,0.335251729,0.298589836,0.144883548,0.069891951,0.132525997,0.240718004,0.332124227,0.224739822,0.078253052,0.129424766,0.184606161,0.343175321,0.2645407,0.115025993,0.124672926,0.178023906,0.235661161,0.346616015,,
3042,Denison University,2,4,Highly selective private,1,2,OH,Columbus,0.031097684,0.058350501,0.102516027,0.162793557,0.645242231,0.492572164,0.34794077,0.093930124,0.013124404,0.082684016,0.146450282,0.293198951,0.175655811,0.30201094,0.119687605,0.114148328,0.188053715,0.250516868,0.327593484,0.072084124,0.082232652,0.158408987,0.319955936,0.367318301,0.055767305,0.096919253,0.147686797,0.296260569,0.403366075,0.072916831,0.089786287,0.100228266,0.222398736,0.514669881,,
1671,Depaul University,2,6,Selective private,1,2,IL,Chicago,0.066376401,0.113408074,0.160607046,0.215941,0.443667479,0.277554459,0.168976621,0.046285464,0.004449165,0.11042927,0.122546338,0.153003926,0.183844726,0.43017574,0.104879447,0.119812662,0.137617282,0.22663238,0.411058229,0.115728986,0.101857039,0.132254917,0.214492809,0.43566625,0.096037523,0.100387034,0.124859453,0.220152438,0.458563552,0.108153212,0.104736124,0.110909317,0.196037764,0.480163583,,
7120,Des Moines Area Community College,1,9,Two-year (public and private not-for-profit),2,2,IA,Des Moines,0.084647779,0.1691483,0.25495197,0.30852664,0.182725312,0.065950011,0.027636899,0.003577525,0.000402519,0.15696715,0.281660562,0.268024303,0.20329465,0.090053334,0.121729949,0.212126143,0.254088409,0.269391265,0.142664234,0.119721791,0.189401808,0.256564989,0.292330772,0.14198064,0.102345499,0.168441691,0.234110819,0.3189684,0.176133591,0.10512529,0.143036687,0.20076384,0.315649593,0.235424589,,
91,"Devry University, Devry Institute Of Technology And Denver Technical College",3,10,Four-year for-profit,1,2,IL,Chicago,0.176233813,0.233705825,0.228125739,0.212401922,0.149532702,0.054321557,0.018305309,0.002580784,0.00031898,0.138474753,0.175845207,0.200972923,0.242047577,0.242659539,0.119850635,0.149216563,0.205326884,0.249398901,0.276207017,0.120806354,0.119660472,0.173035936,0.254850296,0.331646943,0.104162884,0.108442907,0.161597008,0.241625848,0.384171353,0.095071169,0.100787635,0.143657388,0.236212773,0.424271035,,
3253,Dickinson College,2,4,Highly selective private,1,1,PA,Harrisburg,0.022410415,0.053809439,0.116952957,0.200527556,0.606299633,0.438098608,0.303931318,0.103730001,0.00876126,0.095436483,0.123120103,0.127252976,0.114382918,0.539807519,0.141687009,0.080376383,0.092374616,0.230359174,0.455202818,0.066512162,0.084657874,0.151463643,0.243548012,0.453818309,0.077135651,0.094011549,0.112409054,0.249433839,0.467009906,0.082281435,0.079953494,0.104592405,0.229869526,0.503303141,,
2989,Dickinson State University,1,5,Selective public,1,2,ND,Dickinson,0.138971265,0.230132005,0.292054405,0.249040431,0.089801894,0.030846202,0.009722154,0.000968622,3.52925E-06,0.090441544,0.130239923,0.167369055,0.3170692,0.294880278,0.080973794,0.152188895,0.174168677,0.317743646,0.274924988,0.082134868,0.128686381,0.20581807,0.298246951,0.285113731,0.085030508,0.107850929,0.155542542,0.307104227,0.344471794,0.089083864,0.140191253,0.132964405,0.302985427,0.334775051,,
37243,Digipen Institute Of Technology,3,10,Four-year for-profit,1,4,WA,Seattle,0.04314709,0.103852023,0.184905289,0.311729421,0.356366176,0.166637972,0.085185504,0.015803285,0.000133086,0.183197954,0.225658484,0,0.278860931,0.312282632,0.017378022,0.165783728,0.077130267,0.244014733,0.49569325,0.009092333,0.100551508,0.13377198,0.238839366,0.517744813,0.036124733,0.097598087,0.075310447,0.045524929,0.745441805,0.024938391,0.104518537,0.122343853,0.094721136,0.653478083,,
2004,Dillard University,2,6,Selective private,1,3,LA,New Orleans,0.247729847,0.287374434,0.194348292,0.164862121,0.105685306,0.039522472,0.010430237,0.001589322,0.000114597,0.093168698,0.166124954,0.286332783,0.251391128,0.202982436,0.075147307,0.183073428,0.219614609,0.324793629,0.197371027,0.08272878,0.133045268,0.191809122,0.343903967,0.248512863,0.066255481,0.140347059,0.239859493,0.29745826,0.256079707,0.073966675,0.120015369,0.186771075,0.329571327,0.289675554,,
3671,Dixie State University,1,7,Nonselective four-year public,1,4,UT,St. George,0.088813757,0.142361187,0.240085645,0.30702353,0.22171588,0.100981134,0.052030017,0.008115957,0.000800479,0.213983246,0.248222418,0.22199406,0.150294008,0.165506268,0.218790793,0.207343077,0.199413504,0.202744215,0.171708411,0.215758552,0.181525152,0.180675271,0.223865946,0.198175079,0.200409892,0.19609769,0.188980845,0.204757996,0.209753577,0.17997015,0.171176177,0.172009273,0.20958413,0.26726027,,
2544,Doane College,2,6,Selective private,1,2,NE,Lincoln,0.058835034,0.147008677,0.269454337,0.281164163,0.243537789,0.117560714,0.057327673,0.011448151,8.11328E-06,0.108551639,0.131407155,0.175322463,0.337684798,0.247033944,0.047014189,0.111785791,0.154569369,0.308696968,0.377933683,0.080425396,0.1475565,0.160125069,0.307897287,0.303995747,0.044630833,0.077668152,0.18383651,0.329065155,0.36479935,0.060807016,0.084750682,0.151448317,0.290839958,0.412154027,,
1913,Dodge City Community College,1,9,Two-year (public and private not-for-profit),2,2,KS,Dodge City,0.164804005,0.2905844,0.257966745,0.213520655,0.073124195,0.017359284,0.010423543,0.000812582,0.0001292,0.199641696,0.216846254,0.25768206,0.259158548,0.066671442,0.135535996,0.237418256,0.193427012,0.262954551,0.170664186,0.14224617,0.136149299,0.29072241,0.220362514,0.210519607,0.086823524,0.236411212,0.257985397,0.255986851,0.162793016,0.09188023,0.07848958,0.249072248,0.382746626,0.197811316,,
